"GFH05524"	"HaLaN_00001"
"HaLaN_07911"	"HaLaN_07910"
"GFH12262"	"HaLaN_07911"
"GFH12263"	"HaLaN_07912"
"GFH12264"	"HaLaN_07913"
"GFH12265"	"HaLaN_07914"
"HaLaN_07916"	"HaLaN_07915"
"GFH12266"	"HaLaN_07916"
"GFH12267"	"HaLaN_07917"
"GFH12268"	"HaLaN_07918"
"GFH12269"	"HaLaN_07919"
"GFH12270"	"HaLaN_07920"
"GFH12271"	"HaLaN_07921"
"GFH12272"	"HaLaN_07922"
"GFH12273"	"HaLaN_07923"
"GFH12274"	"HaLaN_07924"
"GFH12275"	"HaLaN_07925"
"HaLaN_07927"	"HaLaN_07926"
"HaLaN_07928"	"HaLaN_07927"
"GFH12276"	"HaLaN_07928"
"GFH12277"	"HaLaN_07929"
"GFH12278"	"HaLaN_07930"
"HaLaN_07932"	"HaLaN_07931"
"GFH12279"	"HaLaN_07932"
"GFH12280"	"HaLaN_07933"
"HaLaN_07935"	"HaLaN_07934"
"GFH12281"	"HaLaN_07935"
"GFH12282"	"HaLaN_07936"
"GFH12283"	"HaLaN_07937"
"GFH12284"	"HaLaN_07938"
"GFH12285"	"HaLaN_07939"
"GFH12286"	"HaLaN_07940"
"GFH12287"	"HaLaN_07941"
"HaLaN_t00067"	"HaLaN_t00067"
"GFH12288"	"HaLaN_07942"
"GFH12289"	"HaLaN_07943"
"HaLaN_t00068"	"HaLaN_t00068"
"GFH12290"	"HaLaN_07944"
"HaLaN_07946"	"HaLaN_07945"
"HaLaN_07947"	"HaLaN_07946"
"GFH12291"	"HaLaN_07947"
"GFH12292"	"HaLaN_07948"
"GFH12293"	"HaLaN_07949"
"GFH12294"	"HaLaN_07950"
"GFH12295"	"HaLaN_07951"
"HaLaN_07953"	"HaLaN_07952"
"GFH12296"	"HaLaN_07953"
"GFH12297"	"HaLaN_07954"
"GFH12298"	"HaLaN_07955"
"GFH12299"	"HaLaN_07956"
"GFH12300"	"HaLaN_07957"
"GFH12301"	"HaLaN_07958"
"GFH12302"	"HaLaN_07959"
"GFH12303"	"HaLaN_07960"
"GFH12304"	"HaLaN_07961"
"GFH12305"	"HaLaN_07962"
"GFH12306"	"HaLaN_07963"
"GFH12307"	"HaLaN_07964"
"GFH12308"	"HaLaN_07965"
"GFH12309"	"HaLaN_07966"
"GFH12310"	"HaLaN_07967"
"GFH12311"	"HaLaN_07968"
"GFH12312"	"HaLaN_07969"
"GFH12313"	"HaLaN_07970"
"GFH12314"	"HaLaN_07971"
"GFH12315"	"HaLaN_07972"
"GFH12316"	"HaLaN_07973"
"GFH12317"	"HaLaN_07974"
"GFH12318"	"HaLaN_07975"
"HaLaN_07977"	"HaLaN_07976"
"HaLaN_07978"	"HaLaN_07977"
"GFH12319"	"HaLaN_07978"
"GFH12320"	"HaLaN_07979"
"GFH12321"	"HaLaN_07980"
"GFH12322"	"HaLaN_07981"
"GFH12323"	"HaLaN_07982"
"GFH12324"	"HaLaN_07983"
"HaLaN_07985"	"HaLaN_07984"
"GFH12325"	"HaLaN_07985"
"GFH12326"	"HaLaN_07986"
"GFH12327"	"HaLaN_07987"
"GFH12328"	"HaLaN_07988"
"GFH12329"	"HaLaN_07989"
"GFH12330"	"HaLaN_07990"
"GFH12331"	"HaLaN_07991"
"GFH12332"	"HaLaN_07992"
"GFH12333"	"HaLaN_07993"
"HaLaN_07995"	"HaLaN_07994"
"GFH12334"	"HaLaN_07995"
"GFH12335"	"HaLaN_07996"
"HaLaN_07998"	"HaLaN_07997"
"GFH12336"	"HaLaN_07998"
"GFH12337"	"HaLaN_07999"
"GFH12338"	"HaLaN_08000"
"GFH12339"	"HaLaN_08001"
"GFH12340"	"HaLaN_08002"
"GFH12341"	"HaLaN_08003"
"GFH12342"	"HaLaN_08004"
"GFH12343"	"HaLaN_08005"
"GFH12344"	"HaLaN_08006"
"HaLaN_08008"	"HaLaN_08007"
"HaLaN_08009"	"HaLaN_08008"
"GFH12345"	"HaLaN_08009"
"GFH12346"	"HaLaN_08010"
"GFH12347"	"HaLaN_08011"
"HaLaN_08013"	"HaLaN_08012"
"GFH12348"	"HaLaN_08013"
"GFH12349"	"HaLaN_08014"
"HaLaN_08016"	"HaLaN_08015"
"GFH12350"	"HaLaN_08016"
"GFH12351"	"HaLaN_08017"
"GFH12352"	"HaLaN_08018"
"GFH12353"	"HaLaN_08019"
"HaLaN_08021"	"HaLaN_08020"
"HaLaN_08022"	"HaLaN_08021"
"GFH12354"	"HaLaN_08022"
"GFH12355"	"HaLaN_08023"
"GFH12356"	"HaLaN_08024"
"GFH12357"	"HaLaN_08025"
"GFH12358"	"HaLaN_08026"
"GFH12359"	"HaLaN_08027"
"GFH12360"	"HaLaN_08028"
"HaLaN_08030"	"HaLaN_08029"
"GFH12361"	"HaLaN_08030"
"GFH12362"	"HaLaN_08031"
"HaLaN_08033"	"HaLaN_08032"
"GFH12363"	"HaLaN_08033"
"GFH12364"	"HaLaN_08034"
"GFH12365"	"HaLaN_08035"
"GFH12366"	"HaLaN_08036"
"GFH12367"	"HaLaN_08037"
"GFH12368"	"HaLaN_08038"
"GFH12369"	"HaLaN_08039"
"GFH12370"	"HaLaN_08040"
"GFH12371"	"HaLaN_08041"
"GFH12372"	"HaLaN_08042"
"GFH12373"	"HaLaN_08043"
"HaLaN_08045"	"HaLaN_08044"
"GFH12374"	"HaLaN_08045"
"GFH12375"	"HaLaN_08046"
"GFH12376"	"HaLaN_08047"
"GFH12377"	"HaLaN_08048"
"HaLaN_08050"	"HaLaN_08049"
"GFH12378"	"HaLaN_08050"
"HaLaN_08052"	"HaLaN_08051"
"HaLaN_08053"	"HaLaN_08052"
"GFH12379"	"HaLaN_08053"
"HaLaN_08055"	"HaLaN_08054"
"GFH12380"	"HaLaN_08055"
"GFH12381"	"HaLaN_08056"
"HaLaN_08058"	"HaLaN_08057"
"GFH12382"	"HaLaN_08058"
"GFH12383"	"HaLaN_08059"
"GFH12384"	"HaLaN_08060"
"HaLaN_08062"	"HaLaN_08061"
"GFH12385"	"HaLaN_08062"
"GFH12386"	"HaLaN_08063"
"GFH12387"	"HaLaN_08064"
"GFH12388"	"HaLaN_08065"
"GFH12389"	"HaLaN_08066"
"GFH12390"	"HaLaN_08067"
"GFH12391"	"HaLaN_08068"
"GFH12392"	"HaLaN_08069"
"GFH12393"	"HaLaN_08070"
"GFH12394"	"HaLaN_08071"
"GFH12395"	"HaLaN_08072"
"GFH12396"	"HaLaN_08073"
"GFH12397"	"HaLaN_08074"
"GFH12398"	"HaLaN_08075"
"HaLaN_08077"	"HaLaN_08076"
"HaLaN_08078"	"HaLaN_08077"
"GFH12399"	"HaLaN_08078"
"HaLaN_t00069"	"HaLaN_t00069"
"HaLaN_08080"	"HaLaN_08079"
"GFH12400"	"HaLaN_08080"
"GFH12401"	"HaLaN_08081"
"HaLaN_08083"	"HaLaN_08082"
"HaLaN_08084"	"HaLaN_08083"
"HaLaN_08085"	"HaLaN_08084"
"GFH12402"	"HaLaN_08085"
"GFH12403"	"HaLaN_08086"
"GFH12404"	"HaLaN_08087"
"GFH12405"	"HaLaN_08088"
"GFH12406"	"HaLaN_08089"
"GFH12407"	"HaLaN_08090"
"GFH12408"	"HaLaN_08091"
"GFH12409"	"HaLaN_08092"
"HaLaN_08094"	"HaLaN_08093"
"HaLaN_08095"	"HaLaN_08094"
"GFH12410"	"HaLaN_08095"
"GFH12411"	"HaLaN_08096"
"GFH12412"	"HaLaN_08097"
"GFH12413"	"HaLaN_08098"
"GFH12414"	"HaLaN_08099"
"GFH12415"	"HaLaN_08100"
"GFH12416"	"HaLaN_08101"
"GFH12417"	"HaLaN_08102"
"GFH12418"	"HaLaN_08103"
"GFH12419"	"HaLaN_08104"
"GFH12420"	"HaLaN_08105"
"HaLaN_08107"	"HaLaN_08106"
"HaLaN_08108"	"HaLaN_08107"
"HaLaN_08109"	"HaLaN_08108"
"GFH12421"	"HaLaN_08109"
"HaLaN_08111"	"HaLaN_08110"
"GFH12422"	"HaLaN_08111"
"GFH12423"	"HaLaN_08112"
"HaLaN_08114"	"HaLaN_08113"
"GFH12424"	"HaLaN_08114"
"GFH12425"	"HaLaN_08115"
"GFH12426"	"HaLaN_08116"
"GFH12427"	"HaLaN_08117"
"GFH12428"	"HaLaN_08118"
"GFH12429"	"HaLaN_08119"
"GFH12430"	"HaLaN_08120"
"GFH12431"	"HaLaN_08121"
"GFH12432"	"HaLaN_08122"
"HaLaN_08124"	"HaLaN_08123"
"GFH12433"	"HaLaN_08124"
"GFH12434"	"HaLaN_08125"
"GFH12435"	"HaLaN_08126"
"HaLaN_08128"	"HaLaN_08127"
"GFH12436"	"HaLaN_08128"
"GFH12437"	"HaLaN_08129"
"GFH12438"	"HaLaN_08130"
"HaLaN_08132"	"HaLaN_08131"
"GFH12439"	"HaLaN_08132"
"GFH12440"	"HaLaN_08133"
"GFH12441"	"HaLaN_08134"
"GFH12442"	"HaLaN_08135"
"HaLaN_08137"	"HaLaN_08136"
"GFH12443"	"HaLaN_08137"
"GFH12444"	"HaLaN_08138"
"GFH12445"	"HaLaN_08139"
"GFH12446"	"HaLaN_08140"
"GFH12447"	"HaLaN_08141"
"GFH12448"	"HaLaN_08142"
"GFH12449"	"HaLaN_08143"
"GFH12450"	"HaLaN_08144"
"GFH12451"	"HaLaN_08145"
"GFH12452"	"HaLaN_08146"
"GFH12453"	"HaLaN_08147"
"GFH12454"	"HaLaN_08148"
"GFH12455"	"HaLaN_08149"
"HaLaN_08151"	"HaLaN_08150"
"GFH12456"	"HaLaN_08151"
"GFH12457"	"HaLaN_08152"
"GFH12458"	"HaLaN_08153"
"GFH12459"	"HaLaN_08154"
"GFH12460"	"HaLaN_08155"
"HaLaN_08157"	"HaLaN_08156"
"HaLaN_08158"	"HaLaN_08157"
"GFH12461"	"HaLaN_08158"
"GFH12462"	"HaLaN_08159"
"GFH12463"	"HaLaN_08160"
"GFH12464"	"HaLaN_08161"
"GFH12465"	"HaLaN_08162"
"GFH12466"	"HaLaN_08163"
"HaLaN_08165"	"HaLaN_08164"
"GFH12467"	"HaLaN_08165"
"GFH12468"	"HaLaN_08166"
"GFH12469"	"HaLaN_08167"
"GFH12470"	"HaLaN_08168"
"GFH12471"	"HaLaN_08169"
"HaLaN_08171"	"HaLaN_08170"
"GFH12472"	"HaLaN_08171"
"GFH12473"	"HaLaN_08172"
"GFH12474"	"HaLaN_08173"
"GFH12475"	"HaLaN_08174"
"GFH12476"	"HaLaN_08175"
"HaLaN_08177"	"HaLaN_08176"
"HaLaN_08178"	"HaLaN_08177"
"HaLaN_08179"	"HaLaN_08178"
"GFH12477"	"HaLaN_08179"
"HaLaN_08181"	"HaLaN_08180"
"GFH12478"	"HaLaN_08181"
"HaLaN_t00070"	"HaLaN_t00070"
"GFH12479"	"HaLaN_08182"
"GFH12480"	"HaLaN_08183"
"GFH12481"	"HaLaN_08184"
"GFH12482"	"HaLaN_08185"
"GFH12483"	"HaLaN_08186"
"GFH12484"	"HaLaN_08187"
"GFH12485"	"HaLaN_08188"
"GFH12486"	"HaLaN_08189"
"GFH12487"	"HaLaN_08190"
"GFH12488"	"HaLaN_08191"
"GFH12489"	"HaLaN_08192"
"HaLaN_08194"	"HaLaN_08193"
"GFH12490"	"HaLaN_08194"
"GFH12491"	"HaLaN_08195"
"GFH12492"	"HaLaN_08196"
"GFH12493"	"HaLaN_08197"
"GFH12494"	"HaLaN_08198"
"GFH12495"	"HaLaN_08199"
"GFH12496"	"HaLaN_08200"
"GFH12497"	"HaLaN_08201"
"GFH12498"	"HaLaN_08202"
"GFH12499"	"HaLaN_08203"
"GFH12500"	"HaLaN_08204"
"GFH12501"	"HaLaN_08205"
"GFH12502"	"HaLaN_08206"
"GFH12503"	"HaLaN_08207"
"GFH12504"	"HaLaN_08208"
"GFH12505"	"HaLaN_08209"
"GFH12506"	"HaLaN_08210"
"GFH12507"	"HaLaN_08211"
"GFH12508"	"HaLaN_08212"
"GFH12509"	"HaLaN_08213"
"GFH12510"	"HaLaN_08214"
"GFH12511"	"HaLaN_08215"
"GFH12512"	"HaLaN_08216"
"HaLaN_08218"	"HaLaN_08217"
"GFH12513"	"HaLaN_08218"
"GFH12514"	"HaLaN_08219"
"GFH12515"	"HaLaN_08220"
"GFH12516"	"HaLaN_08221"
"HaLaN_08223"	"HaLaN_08222"
"GFH12517"	"HaLaN_08223"
"GFH12518"	"HaLaN_08224"
"GFH12519"	"HaLaN_08225"
"GFH12520"	"HaLaN_08226"
"GFH12521"	"HaLaN_08227"
"GFH12522"	"HaLaN_08228"
"GFH12523"	"HaLaN_08229"
"GFH12524"	"HaLaN_08230"
"GFH12525"	"HaLaN_08231"
"GFH12526"	"HaLaN_08232"
"GFH12527"	"HaLaN_08233"
"GFH12528"	"HaLaN_08234"
"GFH12529"	"HaLaN_08235"
"HaLaN_08237"	"HaLaN_08236"
"GFH12530"	"HaLaN_08237"
"GFH12531"	"HaLaN_08238"
"GFH12532"	"HaLaN_08239"
"HaLaN_08241"	"HaLaN_08240"
"HaLaN_08242"	"HaLaN_08241"
"GFH12533"	"HaLaN_08242"
"GFH12534"	"HaLaN_08243"
"GFH12535"	"HaLaN_08244"
"GFH12536"	"HaLaN_08245"
"GFH12537"	"HaLaN_08246"
"GFH12538"	"HaLaN_08247"
"GFH12539"	"HaLaN_08248"
"GFH12540"	"HaLaN_08249"
"GFH12541"	"HaLaN_08250"
"HaLaN_08252"	"HaLaN_08251"
"GFH12542"	"HaLaN_08252"
"GFH12543"	"HaLaN_08253"
"GFH12544"	"HaLaN_08254"
"GFH12545"	"HaLaN_08255"
"HaLaN_08257"	"HaLaN_08256"
"GFH12546"	"HaLaN_08257"
"GFH12547"	"HaLaN_08258"
"GFH12548"	"HaLaN_08259"
"GFH12549"	"HaLaN_08260"
"GFH12550"	"HaLaN_08261"
"GFH12551"	"HaLaN_08262"
"HaLaN_08264"	"HaLaN_08263"
"GFH12552"	"HaLaN_08264"
"GFH12553"	"HaLaN_08265"
"GFH12554"	"HaLaN_08266"
"GFH12555"	"HaLaN_08267"
"GFH12556"	"HaLaN_08268"
"GFH12557"	"HaLaN_08269"
"GFH12558"	"HaLaN_08270"
"GFH12559"	"HaLaN_08271"
"GFH12560"	"HaLaN_08272"
"GFH12561"	"HaLaN_08273"
"GFH12562"	"HaLaN_08274"
"GFH12563"	"HaLaN_08275"
"GFH12564"	"HaLaN_08276"
"GFH12565"	"HaLaN_08277"
"GFH12566"	"HaLaN_08278"
"GFH12567"	"HaLaN_08279"
"GFH12568"	"HaLaN_08280"
"GFH12569"	"HaLaN_08281"
"GFH12570"	"HaLaN_08282"
"GFH12571"	"HaLaN_08283"
"GFH12572"	"HaLaN_08284"
"GFH12573"	"HaLaN_08285"
"HaLaN_08287"	"HaLaN_08286"
"GFH12574"	"HaLaN_08287"
"GFH12575"	"HaLaN_08288"
"GFH12576"	"HaLaN_08289"
"GFH12577"	"HaLaN_08290"
"GFH12578"	"HaLaN_08291"
"GFH12579"	"HaLaN_08292"
"GFH12580"	"HaLaN_08293"
"GFH12581"	"HaLaN_08294"
"GFH12582"	"HaLaN_08295"
"GFH12583"	"HaLaN_08296"
"GFH12584"	"HaLaN_08297"
"GFH12585"	"HaLaN_08298"
"GFH12586"	"HaLaN_08299"
"GFH12587"	"HaLaN_08300"
"GFH12588"	"HaLaN_08301"
"GFH12589"	"HaLaN_08302"
"GFH12590"	"HaLaN_08303"
"GFH12591"	"HaLaN_08304"
"GFH12592"	"HaLaN_08305"
"GFH12593"	"HaLaN_08306"
"GFH12594"	"HaLaN_08307"
"GFH12595"	"HaLaN_08308"
"GFH12596"	"HaLaN_08309"
"GFH12597"	"HaLaN_08310"
"GFH12598"	"HaLaN_08311"
"GFH12599"	"HaLaN_08312"
"GFH12600"	"HaLaN_08313"
"GFH12601"	"HaLaN_08314"
"GFH12602"	"HaLaN_08315"
"GFH12603"	"HaLaN_08316"
"GFH12604"	"HaLaN_08317"
"HaLaN_08319"	"HaLaN_08318"
"GFH12605"	"HaLaN_08319"
"HaLaN_08321"	"HaLaN_08320"
"GFH12606"	"HaLaN_08321"
"GFH12607"	"HaLaN_08322"
"GFH12608"	"HaLaN_08323"
"GFH12609"	"HaLaN_08324"
"GFH12610"	"HaLaN_08325"
"GFH12611"	"HaLaN_08326"
"GFH12612"	"HaLaN_08327"
"GFH12613"	"HaLaN_08328"
"GFH12614"	"HaLaN_08329"
"GFH12615"	"HaLaN_08330"
"GFH12616"	"HaLaN_08331"
"GFH12617"	"HaLaN_08332"
"HaLaN_t00071"	"HaLaN_t00071"
"HaLaN_08334"	"HaLaN_08333"
"GFH12618"	"HaLaN_08334"
"GFH12619"	"HaLaN_08335"
"HaLaN_08337"	"HaLaN_08336"
"HaLaN_08338"	"HaLaN_08337"
"GFH12620"	"HaLaN_08338"
"GFH12621"	"HaLaN_08339"
"GFH12622"	"HaLaN_08340"
"GFH12623"	"HaLaN_08341"
"GFH12624"	"HaLaN_08342"
"GFH12625"	"HaLaN_08343"
"GFH12626"	"HaLaN_08344"
"GFH12627"	"HaLaN_08345"
"GFH12628"	"HaLaN_08346"
"HaLaN_08348"	"HaLaN_08347"
"GFH12629"	"HaLaN_08348"
"HaLaN_08350"	"HaLaN_08349"
"GFH12630"	"HaLaN_08350"
"GFH12631"	"HaLaN_08351"
"HaLaN_08353"	"HaLaN_08352"
"GFH12632"	"HaLaN_08353"
"GFH12633"	"HaLaN_08354"
"GFH12634"	"HaLaN_08355"
"GFH12635"	"HaLaN_08356"
"HaLaN_08358"	"HaLaN_08357"
"HaLaN_08359"	"HaLaN_08358"
"GFH12636"	"HaLaN_08359"
"GFH12637"	"HaLaN_08360"
"GFH12638"	"HaLaN_08361"
"GFH12639"	"HaLaN_08362"
"GFH12640"	"HaLaN_08363"
"GFH12641"	"HaLaN_08364"
"HaLaN_08366"	"HaLaN_08365"
"GFH12642"	"HaLaN_08366"
"GFH12643"	"HaLaN_08367"
"GFH12644"	"HaLaN_08368"
"GFH12645"	"HaLaN_08369"
"GFH12646"	"HaLaN_08370"
"GFH12647"	"HaLaN_08371"
"GFH12648"	"HaLaN_08372"
"GFH12649"	"HaLaN_08373"
"GFH12650"	"HaLaN_08374"
"GFH12651"	"HaLaN_08375"
"HaLaN_08377"	"HaLaN_08376"
"HaLaN_08378"	"HaLaN_08377"
"GFH12652"	"HaLaN_08378"
"HaLaN_08380"	"HaLaN_08379"
"GFH12653"	"HaLaN_08380"
"GFH12654"	"HaLaN_08381"
"GFH12655"	"HaLaN_08382"
"GFH12656"	"HaLaN_08383"
"GFH12657"	"HaLaN_08384"
"HaLaN_t00072"	"HaLaN_t00072"
"GFH12658"	"HaLaN_08385"
"GFH12659"	"HaLaN_08386"
"GFH12660"	"HaLaN_08387"
"GFH12661"	"HaLaN_08388"
"GFH12662"	"HaLaN_08389"
"GFH12663"	"HaLaN_08390"
"GFH12664"	"HaLaN_08391"
"GFH12665"	"HaLaN_08392"
"GFH12666"	"HaLaN_08393"
"GFH12667"	"HaLaN_08394"
"GFH12668"	"HaLaN_08395"
"GFH12669"	"HaLaN_08396"
"GFH12670"	"HaLaN_08397"
"GFH12671"	"HaLaN_08398"
"HaLaN_08400"	"HaLaN_08399"
"GFH12672"	"HaLaN_08400"
"GFH12673"	"HaLaN_08401"
"GFH12674"	"HaLaN_08402"
"GFH12675"	"HaLaN_08403"
"GFH12676"	"HaLaN_08404"
"GFH12677"	"HaLaN_08405"
"HaLaN_08407"	"HaLaN_08406"
"GFH12678"	"HaLaN_08407"
"GFH12679"	"HaLaN_08408"
"GFH12680"	"HaLaN_08409"
"GFH12681"	"HaLaN_08410"
"GFH12682"	"HaLaN_08411"
"GFH12683"	"HaLaN_08412"
"GFH12684"	"HaLaN_08413"
"GFH12685"	"HaLaN_08414"
"HaLaN_08416"	"HaLaN_08415"
"GFH12686"	"HaLaN_08416"
"HaLaN_08418"	"HaLaN_08417"
"GFH12687"	"HaLaN_08418"
"GFH12688"	"HaLaN_08419"
"HaLaN_08421"	"HaLaN_08420"
"GFH12689"	"HaLaN_08421"
"GFH12690"	"HaLaN_08422"
"GFH12691"	"HaLaN_08423"
"GFH12692"	"HaLaN_08424"
"HaLaN_08426"	"HaLaN_08425"
"GFH12693"	"HaLaN_08426"
"HaLaN_08428"	"HaLaN_08427"
"GFH12694"	"HaLaN_08428"
"GFH12695"	"HaLaN_08429"
"GFH12696"	"HaLaN_08430"
"GFH12697"	"HaLaN_08431"
"GFH12698"	"HaLaN_08432"
"GFH12699"	"HaLaN_08433"
"HaLaN_08435"	"HaLaN_08434"
"HaLaN_08436"	"HaLaN_08435"
"HaLaN_08437"	"HaLaN_08436"
"GFH12700"	"HaLaN_08437"
"GFH12701"	"HaLaN_08438"
"GFH12702"	"HaLaN_08439"
"GFH12703"	"HaLaN_08440"
"GFH12704"	"HaLaN_08441"
"GFH12705"	"HaLaN_08442"
"GFH12706"	"HaLaN_08443"
"GFH12707"	"HaLaN_08444"
"GFH12708"	"HaLaN_08445"
"GFH12709"	"HaLaN_08446"
"HaLaN_08448"	"HaLaN_08447"
"HaLaN_08449"	"HaLaN_08448"
"GFH12710"	"HaLaN_08449"
"GFH12711"	"HaLaN_08450"
"GFH12712"	"HaLaN_08451"
"GFH12713"	"HaLaN_08452"
"GFH12714"	"HaLaN_08453"
"GFH12715"	"HaLaN_08454"
"GFH12716"	"HaLaN_08455"
"GFH12717"	"HaLaN_08456"
"GFH12718"	"HaLaN_08457"
"GFH12719"	"HaLaN_08458"
"GFH12720"	"HaLaN_08459"
"GFH12721"	"HaLaN_08460"
"GFH12722"	"HaLaN_08461"
"GFH12723"	"HaLaN_08462"
"GFH12724"	"HaLaN_08463"
"GFH12725"	"HaLaN_08464"
"HaLaN_08466"	"HaLaN_08465"
"GFH12726"	"HaLaN_08466"
"GFH12727"	"HaLaN_08467"
"GFH12728"	"HaLaN_08468"
"HaLaN_08470"	"HaLaN_08469"
"HaLaN_08471"	"HaLaN_08470"
"GFH12729"	"HaLaN_08471"
"GFH12730"	"HaLaN_08472"
"HaLaN_08474"	"HaLaN_08473"
"GFH12731"	"HaLaN_08474"
"GFH12732"	"HaLaN_08475"
"GFH12733"	"HaLaN_08476"
"GFH12734"	"HaLaN_08477"
"GFH12735"	"HaLaN_08478"
"GFH12736"	"HaLaN_08479"
"GFH12737"	"HaLaN_08480"
"GFH12738"	"HaLaN_08481"
"GFH12739"	"HaLaN_08482"
"GFH12740"	"HaLaN_08483"
"GFH12741"	"HaLaN_08484"
"HaLaN_t00073"	"HaLaN_t00073"
"GFH12742"	"HaLaN_08485"
"GFH12743"	"HaLaN_08486"
"HaLaN_t00074"	"HaLaN_t00074"
"GFH12744"	"HaLaN_08487"
"GFH12745"	"HaLaN_08488"
"GFH12746"	"HaLaN_08489"
"HaLaN_08491"	"HaLaN_08490"
"GFH12747"	"HaLaN_08491"
"GFH12748"	"HaLaN_08492"
"GFH12749"	"HaLaN_08493"
"GFH12750"	"HaLaN_08494"
"GFH12751"	"HaLaN_08495"
"GFH12752"	"HaLaN_08496"
"GFH12753"	"HaLaN_08497"
"GFH12754"	"HaLaN_08498"
"GFH12755"	"HaLaN_08499"
"GFH12756"	"HaLaN_08500"
"GFH12757"	"HaLaN_08501"
"GFH12758"	"HaLaN_08502"
"GFH12759"	"HaLaN_08503"
"HaLaN_08505"	"HaLaN_08504"
"HaLaN_08506"	"HaLaN_08505"
"GFH12760"	"HaLaN_08506"
"GFH12761"	"HaLaN_08507"
"GFH12762"	"HaLaN_08508"
"HaLaN_08510"	"HaLaN_08509"
"GFH12763"	"HaLaN_08510"
"HaLaN_08512"	"HaLaN_08511"
"GFH12764"	"HaLaN_08512"
"GFH12765"	"HaLaN_08513"
"GFH12766"	"HaLaN_08514"
"GFH12767"	"HaLaN_08515"
"GFH12768"	"HaLaN_08516"
"GFH12769"	"HaLaN_08517"
"HaLaN_08519"	"HaLaN_08518"
"GFH12770"	"HaLaN_08519"
"GFH12771"	"HaLaN_08520"
"GFH12772"	"HaLaN_08521"
"GFH12773"	"HaLaN_08522"
"GFH12774"	"HaLaN_08523"
"GFH12775"	"HaLaN_08524"
"GFH12776"	"HaLaN_08525"
"HaLaN_08527"	"HaLaN_08526"
"GFH12777"	"HaLaN_08527"
"GFH12778"	"HaLaN_08528"
"GFH12779"	"HaLaN_08529"
"GFH12780"	"HaLaN_08530"
"GFH12781"	"HaLaN_08531"
"GFH12782"	"HaLaN_08532"
"GFH12783"	"HaLaN_08533"
"GFH12784"	"HaLaN_08534"
"GFH12785"	"HaLaN_08535"
"GFH12786"	"HaLaN_08536"
"GFH12787"	"HaLaN_08537"
"HaLaN_08539"	"HaLaN_08538"
"GFH12788"	"HaLaN_08539"
"HaLaN_08541"	"HaLaN_08540"
"GFH12789"	"HaLaN_08541"
"GFH12790"	"HaLaN_08542"
"GFH12791"	"HaLaN_08543"
"GFH12792"	"HaLaN_08544"
"GFH12793"	"HaLaN_08545"
"GFH12794"	"HaLaN_08546"
"HaLaN_08548"	"HaLaN_08547"
"HaLaN_08549"	"HaLaN_08548"
"GFH12795"	"HaLaN_08549"
"GFH12796"	"HaLaN_08550"
"GFH12797"	"HaLaN_08551"
"GFH12798"	"HaLaN_08552"
"GFH12799"	"HaLaN_08553"
"GFH12800"	"HaLaN_08554"
"GFH12801"	"HaLaN_08555"
"GFH12802"	"HaLaN_08556"
"GFH12803"	"HaLaN_08557"
"GFH12804"	"HaLaN_08558"
"GFH12805"	"HaLaN_08559"
"GFH12806"	"HaLaN_08560"
"GFH12807"	"HaLaN_08561"
"GFH12808"	"HaLaN_08562"
"GFH12809"	"HaLaN_08563"
"GFH12810"	"HaLaN_08564"
"GFH12811"	"HaLaN_08565"
"HaLaN_08567"	"HaLaN_08566"
"GFH12812"	"HaLaN_08567"
"GFH12813"	"HaLaN_08568"
"GFH12814"	"HaLaN_08569"
"GFH12815"	"HaLaN_08570"
"GFH12816"	"HaLaN_08571"
"GFH12817"	"HaLaN_08572"
"HaLaN_08574"	"HaLaN_08573"
"GFH12818"	"HaLaN_08574"
"HaLaN_08576"	"HaLaN_08575"
"HaLaN_08577"	"HaLaN_08576"
"GFH12819"	"HaLaN_08577"
"GFH12820"	"HaLaN_08578"
"GFH12821"	"HaLaN_08579"
"GFH12822"	"HaLaN_08580"
"GFH12823"	"HaLaN_08581"
"GFH12824"	"HaLaN_08582"
"GFH12825"	"HaLaN_08583"
"GFH12826"	"HaLaN_08584"
"GFH12827"	"HaLaN_08585"
"GFH12828"	"HaLaN_08586"
"GFH12829"	"HaLaN_08587"
"GFH12830"	"HaLaN_08588"
"GFH12831"	"HaLaN_08589"
"GFH12832"	"HaLaN_08590"
"GFH12833"	"HaLaN_08591"
"HaLaN_08593"	"HaLaN_08592"
"GFH12834"	"HaLaN_08593"
"GFH12835"	"HaLaN_08594"
"GFH12836"	"HaLaN_08595"
"GFH12837"	"HaLaN_08596"
"GFH12838"	"HaLaN_08597"
"GFH12839"	"HaLaN_08598"
"HaLaN_08600"	"HaLaN_08599"
"GFH12840"	"HaLaN_08600"
"HaLaN_08602"	"HaLaN_08601"
"HaLaN_08603"	"HaLaN_08602"
"GFH12841"	"HaLaN_08603"
"GFH12842"	"HaLaN_08604"
"GFH12843"	"HaLaN_08605"
"GFH12844"	"HaLaN_08606"
"GFH12845"	"HaLaN_08607"
"GFH12846"	"HaLaN_08608"
"GFH12847"	"HaLaN_08609"
"HaLaN_08611"	"HaLaN_08610"
"GFH12848"	"HaLaN_08611"
"HaLaN_08613"	"HaLaN_08612"
"GFH12849"	"HaLaN_08613"
"GFH12850"	"HaLaN_08614"
"GFH12851"	"HaLaN_08615"
"GFH12852"	"HaLaN_08616"
